"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
2.008915132E2,6.498122667E1,2.569301333E1,2.509727238E1,4.260000000E1,3.843945503E0,2.237999916E1,1.913938993E0,1.700000048E0,9.100000381E0,3.600000000E1
2.018915132E2,6.498126000E1,2.569304500E1,2.549730089E1,4.300000000E1,3.807914972E0,1.820000076E1,1.917968629E0,1.700000048E0,9.000000000E0,3.600000000E1
2.028915132E2,6.498129167E1,2.569308667E1,2.609732644E1,4.360000000E1,3.812547445E0,2.890999985E1,1.921621773E0,1.600000024E0,9.300000191E0,3.700000000E1
2.038915132E2,6.498132167E1,2.569311833E1,2.689735167E1,4.440000000E1,3.687469959E0,2.344000053E1,1.923618263E0,1.700000048E0,9.399999619E0,3.700000000E1
2.048915132E2,6.498133667E1,2.569314167E1,2.719736330E1,4.470000000E1,3.490331411E0,2.164999962E1,1.926251893E0,1.700000048E0,9.699999809E0,3.700000000E1
2.058915132E2,6.498135667E1,2.569317167E1,2.749737895E1,4.500000000E1,3.395107746E0,3.677000046E1,1.929570021E0,1.700000048E0,1.000000000E1,3.700000000E1
2.068915132E2,6.498138333E1,2.569320333E1,2.789740092E1,4.540000000E1,3.329223394E0,2.612999916E1,1.933212894E0,1.700000048E0,9.899999619E0,3.600000000E1
2.078915132E2,6.498141000E1,2.569324833E1,2.749742112E1,4.500000000E1,3.300913572E0,3.134000015E1,1.936968025E0,1.600000024E0,9.800000191E0,3.700000000E1
2.088915132E2,6.498144000E1,2.569328500E1,2.789744570E1,4.540000000E1,3.324076176E0,3.372000122E1,1.941055964E0,1.700000048E0,9.800000191E0,3.600000000E1
2.098915132E2,6.498147333E1,2.569332167E1,2.829747355E1,4.580000000E1,3.293707609E0,1.952000046E1,1.944847720E0,1.600000024E0,9.500000000E0,3.700000000E1
2.108915132E2,6.498150333E1,2.569336000E1,2.859749791E1,4.610000000E1,3.289074898E0,3.070999908E1,1.948702039E0,1.600000024E0,9.399999619E0,3.600000000E1
2.118915132E2,6.498153500E1,2.569339333E1,2.869752456E1,4.620000000E1,3.267971277E0,2.110000038E1,1.952457166E0,1.600000024E0,9.500000000E0,3.500000000E1
2.128915132E2,6.498156500E1,2.569343000E1,2.909754914E1,4.660000000E1,3.236573219E0,3.302999878E1,1.956649700E0,1.600000024E0,9.500000000E0,3.600000000E1
2.138915132E2,6.498159833E1,2.569347167E1,2.849757633E1,4.600000000E1,3.357018232E0,2.639999962E1,1.960997592E0,1.600000024E0,9.800000191E0,3.700000000E1
2.148915132E2,6.498163167E1,2.569352000E1,2.789760265E1,4.540000000E1,3.569083929E0,2.556999969E1,1.965231634E0,1.600000024E0,1.000000000E1,3.600000000E1
2.158915132E2,6.498166333E1,2.569357000E1,2.799762711E1,4.550000000E1,3.686955214E0,3.409999847E1,1.969118482E0,1.600000024E0,1.030000019E1,3.600000000E1
2.168915132E2,6.498169500E1,2.569360500E1,2.779765354E1,4.530000000E1,3.748721838E0,2.077000046E1,1.973074255E0,1.600000024E0,1.039999962E1,3.800000000E1
2.178915132E2,6.498172667E1,2.569364333E1,2.819767954E1,4.570000000E1,3.827474356E0,2.942000008E1,1.977363283E0,1.600000024E0,1.060000038E1,3.800000000E1
2.188915132E2,6.498176167E1,2.569368167E1,2.839770881E1,4.590000000E1,3.884608507E0,2.300000000E1,1.981355379E0,1.600000024E0,1.010000038E1,3.600000000E1
2.198915132E2,6.498179333E1,2.569372167E1,2.889773459E1,4.640000000E1,3.946375370E0,3.036000061E1,1.985862290E0,1.899999976E0,1.080000019E1,3.700000000E1
2.208915132E2,6.498182833E1,2.569377000E1,2.869776255E1,4.620000000E1,4.044687271E0,2.696999931E1,1.990255319E0,2.000000000E0,1.169999981E1,3.700000000E1
2.218915132E2,6.498186333E1,2.569381333E1,2.849779116E1,4.600000000E1,4.079688549E0,3.053000069E1,1.994767468E0,2.099999905E0,1.230000019E1,3.800000000E1
2.228915132E2,6.498189500E1,2.569387333E1,2.889781431E1,4.640000000E1,4.100791931E0,3.688000107E1,1.999160494E0,1.700000048E0,1.019999981E1,3.800000000E1
2.238915132E2,6.498193000E1,2.569391667E1,2.939784292E1,4.690000000E1,4.114689350E0,2.323999977E1,2.004031219E0,1.600000024E0,9.199999809E0,3.800000000E1
2.248915132E2,6.498196667E1,2.569397333E1,2.929787141E1,4.680000000E1,4.131675243E0,3.425999832E1,2.008353765E0,1.600000024E0,9.199999809E0,3.800000000E1
2.258915132E2,6.498200167E1,2.569401333E1,2.869790047E1,4.620000000E1,4.192412376E0,2.420999908E1,2.013380638E0,1.600000024E0,9.399999619E0,3.800000000E1
2.268915132E2,6.498204000E1,2.569407000E1,2.839793060E1,4.590000000E1,4.282488823E0,3.547999954E1,2.017968585E0,1.600000024E0,9.600000381E0,3.600000000E1
2.278915132E2,6.498207500E1,2.569412167E1,2.849795812E1,4.600000000E1,4.365873814E0,2.862000084E1,2.022839302E0,1.700000048E0,9.600000381E0,3.500000000E1
2.288915132E2,6.498211167E1,2.569417833E1,2.849798662E1,4.600000000E1,4.449773788E0,3.922000122E1,2.027012766E0,2.000000000E0,1.039999962E1,3.600000000E1
2.298915132E2,6.498214167E1,2.569423167E1,2.849800902E1,4.600000000E1,4.526981831E0,3.238000107E1,2.030531685E0,2.099999905E0,1.100000000E1,3.600000000E1
2.308915132E2,6.498217000E1,2.569426500E1,2.909803242E1,4.660000000E1,4.454920769E0,3.177000046E1,2.034324945E0,1.799999952E0,1.060000038E1,3.600000000E1
2.318915132E2,6.498220167E1,2.569429500E1,2.899805953E1,4.650000000E1,4.404478073E0,1.722999954E1,2.037860045E0,1.700000048E0,9.100000381E0,3.500000000E1
2.328915132E2,6.498223333E1,2.569430167E1,2.919808971E1,4.670000000E1,4.364329815E0,2.140000105E0,2.041451172E0,1.899999976E0,9.699999809E0,3.500000000E1
2.338915132E2,6.498226500E1,2.569428667E1,2.919812275E1,4.670000000E1,4.282488823E0,3.435299988E2,2.045005243E0,2.000000000E0,1.010000038E1,3.400000000E1
2.348915132E2,6.498229167E1,2.569424500E1,2.899815440E1,4.650000000E1,4.211971760E0,3.250199890E2,2.048426825E0,2.099999905E0,1.069999981E1,3.500000000E1
2.358915132E2,6.498231333E1,2.569419333E1,2.879818246E1,4.630000000E1,4.089982986E0,3.082699890E2,2.052257490E0,2.099999905E0,1.139999962E1,3.300000000E1
2.368915132E2,6.498233500E1,2.569413000E1,2.869821205E1,4.620000000E1,4.014318466E0,3.082600098E2,2.056763069E0,2.200000048E0,1.139999962E1,3.500000000E1
2.378915132E2,6.498235833E1,2.569405167E1,2.839824526E1,4.590000000E1,3.987038374E0,3.042600098E2,2.061431012E0,1.799999952E0,9.899999619E0,3.400000000E1
2.388915132E2,6.498238500E1,2.569397500E1,2.779828151E1,4.530000000E1,3.894902945E0,3.126900024E2,2.065380857E0,1.700000048E0,9.199999809E0,3.400000000E1
2.398915132E2,6.498240833E1,2.569391167E1,2.769831274E1,4.520000000E1,3.816150665E0,3.052999878E2,2.069651998E0,1.700000048E0,9.500000000E0,3.500000000E1
2.408915132E2,6.498243000E1,2.569383667E1,2.789834387E1,4.540000000E1,3.813062191E0,3.076900024E2,2.073960456E0,1.700000048E0,9.199999809E0,3.500000000E1
2.418915132E2,6.498245500E1,2.569376667E1,2.749837761E1,4.500000000E1,3.862990379E0,3.048999939E2,2.078053484E0,1.700000048E0,9.600000381E0,3.500000000E1
2.428915132E2,6.498248167E1,2.569370667E1,2.759841166E1,4.510000000E1,3.907771111E0,3.145199890E2,2.081884134E0,1.600000024E0,9.100000381E0,3.500000000E1
2.438915132E2,6.498250333E1,2.569364333E1,2.769844125E1,4.520000000E1,3.931962967E0,3.087099915E2,2.085910986E0,1.700000048E0,9.199999809E0,3.600000000E1
2.448915132E2,6.498253167E1,2.569359000E1,2.759847606E1,4.510000000E1,3.961302280E0,3.252799988E2,2.089740588E0,1.600000024E0,9.000000000E0,3.600000000E1
2.458915132E2,6.498256167E1,2.569355000E1,2.699851075E1,4.450000000E1,4.025642395E0,3.371000061E2,2.093265247E0,1.700000048E0,9.399999619E0,3.700000000E1
2.468915132E2,6.498259333E1,2.569354667E1,2.659854224E1,4.410000000E1,3.953066587E0,3.577300110E2,2.096553147E0,1.700000048E0,8.899999619E0,3.700000000E1
2.478915132E2,6.498262167E1,2.569356667E1,2.739856740E1,4.490000000E1,3.816665173E0,2.161000061E1,2.099609665E0,1.600000024E0,8.800000191E0,3.700000000E1
2.488915132E2,6.498264333E1,2.569360667E1,2.769858338E1,4.520000000E1,3.680778503E0,5.115999985E1,2.102728648E0,1.600000024E0,8.800000191E0,3.500000000E1
2.498915132E2,6.498265167E1,2.569367000E1,2.809858322E1,4.560000000E1,3.590187550E0,7.148000336E1,2.106118988E0,1.700000048E0,8.699999809E0,3.600000000E1
2.508915132E2,6.498264833E1,2.569374167E1,2.859857052E1,4.610000000E1,3.489816666E0,9.058000183E1,2.109667715E0,1.700000048E0,8.600000381E0,3.600000000E1
2.518915132E2,6.498263833E1,2.569381333E1,2.819855128E1,4.570000000E1,3.417240858E0,1.112300034E2,2.113721300E0,1.600000024E0,8.100000381E0,3.600000000E1
2.528915132E2,6.498262167E1,2.569389000E1,2.829852484E1,4.580000000E1,3.385328054E0,1.180899963E2,2.117295781E0,1.600000024E0,7.900000095E0,3.700000000E1
2.538915132E2,6.498260500E1,2.569395500E1,2.819849993E1,4.570000000E1,3.332826376E0,1.315899963E2,2.120776610E0,1.600000024E0,7.800000191E0,3.600000000E1
2.548915132E2,6.498258667E1,2.569401500E1,2.829847405E1,4.580000000E1,3.291133881E0,1.242300034E2,2.124620226E0,1.899999976E0,8.500000000E0,3.700000000E1
2.558915132E2,6.498256667E1,2.569408167E1,2.829844566E1,4.580000000E1,3.255618095E0,1.230999985E2,2.128274610E0,2.000000000E0,9.300000191E0,3.700000000E1
2.568915132E2,6.498254667E1,2.569414333E1,2.829841792E1,4.580000000E1,3.289589643E0,1.310599976E2,2.132054579E0,2.099999905E0,1.030000019E1,3.700000000E1
2.578915132E2,6.498252667E1,2.569420833E1,2.839838975E1,4.590000000E1,3.341061831E0,1.228700027E2,2.135599238E0,2.200000048E0,1.069999981E1,3.700000000E1
2.588915132E2,6.498250833E1,2.569427000E1,2.869836364E1,4.620000000E1,3.404887438E0,1.274700012E2,2.139076894E0,2.299999952E0,1.110000038E1,3.600000000E1
2.598915132E2,6.498248667E1,2.569432333E1,2.909833537E1,4.660000000E1,3.433712006E0,1.350399933E2,2.141710178E0,2.200000048E0,1.060000038E1,3.700000000E1
2.608915132E2,6.498247167E1,2.569436667E1,2.879831495E1,4.630000000E1,3.422388077E0,1.318500061E2,2.145022286E0,2.099999905E0,1.060000038E1,3.700000000E1
2.618915132E2,6.498245000E1,2.569441500E1,2.879828733E1,4.630000000E1,3.416726112E0,1.431999969E2,2.149882519E0,2.200000048E0,9.899999619E0,3.600000000E1
2.628915132E2,6.498241000E1,2.569445667E1,2.879824260E1,4.630000000E1,3.400769711E0,1.524799957E2,2.152730977E0,1.799999952E0,8.699999809E0,3.600000000E1
2.638915132E2,6.498238667E1,2.569448167E1,2.849821642E1,4.600000000E1,3.376063108E0,1.610800018E2,2.156443213E0,2.000000000E0,9.300000191E0,3.600000000E1
2.648915132E2,6.498235500E1,2.569450667E1,2.839818206E1,4.590000000E1,3.358562469E0,1.651399994E2,2.160050552E0,2.000000000E0,9.600000381E0,3.600000000E1
2.658915132E2,6.498232333E1,2.569452333E1,2.819814880E1,4.570000000E1,3.348782778E0,1.715899963E2,2.163954980E0,2.099999905E0,1.030000019E1,3.600000000E1
2.668915132E2,6.498228833E1,2.569453000E1,2.809811358E1,4.560000000E1,3.342091322E0,1.793099976E2,2.167910207E0,2.099999905E0,9.600000381E0,3.700000000E1
2.678915132E2,6.498225333E1,2.569451500E1,2.799808122E1,4.550000000E1,3.327679157E0,1.917200012E2,2.171896372E0,2.200000048E0,1.019999981E1,3.700000000E1
2.688915132E2,6.498221833E1,2.569449667E1,2.759804930E1,4.510000000E1,3.374518871E0,1.918899994E2,2.175920687E0,2.200000048E0,1.000000000E1,3.700000000E1
2.698915132E2,6.498218500E1,2.569446333E1,2.719802100E1,4.470000000E1,3.419299841E0,2.063999939E2,2.179986192E0,2.200000048E0,1.019999981E1,3.600000000E1
2.708915132E2,6.498215000E1,2.569443833E1,2.659798996E1,4.410000000E1,3.498566866E0,1.955000000E2,2.184412940E0,2.200000048E0,1.030000019E1,3.600000000E1
2.718915132E2,6.498211333E1,2.569440167E1,2.619795882E1,4.370000000E1,3.573201656E0,2.064400024E2,2.188579920E0,2.200000048E0,1.019999981E1,3.600000000E1
2.728915132E2,6.498207833E1,2.569437000E1,2.569792866E1,4.320000000E1,3.636512518E0,2.034600067E2,2.192466758E0,2.200000048E0,1.060000038E1,3.600000000E1
2.738915132E2,6.498204667E1,2.569433500E1,2.519790221E1,4.270000000E1,3.724529982E0,2.055899963E2,2.197031721E0,2.200000048E0,1.050000000E1,3.500000000E1
2.748915132E2,6.498201333E1,2.569427833E1,2.499787698E1,4.250000000E1,3.784752607E0,2.150299988E2,2.201899674E0,2.200000048E0,1.060000038E1,3.600000000E1
2.758915132E2,6.498197500E1,2.569422833E1,2.559784597E1,4.310000000E1,3.822327137E0,2.057799988E2,2.206207097E0,1.799999952E0,8.699999809E0,3.500000000E1
2.768915132E2,6.498194167E1,2.569418167E1,2.529781942E1,4.280000000E1,3.916521311E0,2.134400024E2,2.210866152E0,2.000000000E0,9.300000191E0,3.500000000E1
2.778915132E2,6.498190333E1,2.569414167E1,2.499778710E1,4.250000000E1,3.985494137E0,2.052299957E2,2.215214031E0,2.099999905E0,1.010000038E1,3.600000000E1
2.788915132E2,6.498187000E1,2.569409333E1,2.489776077E1,4.240000000E1,4.030789852E0,2.125700073E2,2.220044621E0,2.200000048E0,1.030000019E1,3.700000000E1
2.798915132E2,6.498183167E1,2.569404500E1,2.499772955E1,4.250000000E1,4.069908619E0,2.099299927E2,2.224769141E0,2.200000048E0,1.019999981E1,3.800000000E1
2.808915132E2,6.498179333E1,2.569400167E1,2.529769766E1,4.280000000E1,4.168735504E0,2.034499969E2,2.229714719E0,2.200000048E0,1.039999962E1,3.700000000E1
2.818915132E2,6.498175500E1,2.569394833E1,2.549766710E1,4.300000000E1,4.241311073E0,2.146399994E2,2.234405970E0,2.299999952E0,1.089999962E1,3.700000000E1
2.828915132E2,6.498171667E1,2.569390667E1,2.559763500E1,4.310000000E1,4.274767876E0,2.050099945E2,2.237652516E0,2.299999952E0,1.069999981E1,3.600000000E1
2.838915132E2,6.498168833E1,2.569389000E1,2.539760940E1,4.290000000E1,4.300504208E0,2.116100006E2,2.240769875E0,2.299999952E0,1.080000019E1,3.500000000E1
2.848915132E2,6.498166333E1,2.569386000E1,2.479758884E1,4.230000000E1,4.345799923E0,2.043999939E2,2.244999148E0,2.299999952E0,1.069999981E1,3.600000000E1
2.858915132E2,6.498163500E1,2.569380000E1,2.529756897E1,4.280000000E1,4.363814831E0,2.155099945E2,2.248628926E0,2.200000048E0,1.080000019E1,3.600000000E1
2.868915132E2,6.498160667E1,2.569376167E1,2.499754624E1,4.250000000E1,4.305136681E0,2.100800018E2,2.252824564E0,2.200000048E0,1.039999962E1,3.600000000E1
2.878915132E2,6.498157167E1,2.569372833E1,2.509751631E1,4.260000000E1,4.269105911E0,2.023099976E2,2.256454345E0,2.200000048E0,1.050000000E1,3.600000000E1
2.888915132E2,6.498154333E1,2.569369000E1,2.559749358E1,4.310000000E1,4.216089725E0,2.065500031E2,2.260822438E0,2.200000048E0,1.030000019E1,3.600000000E1
2.898915132E2,6.498150667E1,2.569365667E1,2.499746202E1,4.250000000E1,4.160499573E0,1.936600037E2,2.264845423E0,2.200000048E0,1.010000038E1,3.600000000E1
2.908915132E2,6.498147167E1,2.569363500E1,2.479743055E1,4.230000000E1,4.049319744E0,1.835000000E2,2.267814762E0,2.200000048E0,9.800000191E0,3.800000000E1
2.918915132E2,6.498144500E1,2.569363833E1,2.479740396E1,4.230000000E1,3.967478991E0,1.744100037E2,2.271154290E0,2.200000048E0,9.800000191E0,3.700000000E1
2.928915132E2,6.498141500E1,2.569364167E1,2.479737410E1,4.230000000E1,3.858357668E0,1.700500031E2,2.275096298E0,2.200000048E0,1.000000000E1,3.700000000E1
2.938915132E2,6.498138000E1,2.569365500E1,2.439733801E1,4.190000000E1,3.823871374E0,1.625299988E2,2.279554177E0,2.200000048E0,9.800000191E0,3.700000000E1
2.948915132E2,6.498134333E1,2.569369333E1,2.449729699E1,4.200000000E1,3.774972677E0,1.552299957E2,2.283581097E0,2.200000048E0,9.699999809E0,3.600000000E1
2.958915132E2,6.498131500E1,2.569374667E1,2.449726216E1,4.200000000E1,3.761075258E0,1.373200073E2,2.287802170E0,2.099999905E0,9.300000191E0,3.600000000E1
2.968915132E2,6.498128500E1,2.569380167E1,2.489722547E1,4.240000000E1,3.721441746E0,1.371000061E2,2.291599181E0,2.099999905E0,9.399999619E0,3.700000000E1
2.978915132E2,6.498126000E1,2.569385667E1,2.509719369E1,4.260000000E1,3.696220160E0,1.326199951E2,2.295857789E0,2.099999905E0,9.399999619E0,3.700000000E1
2.988915132E2,6.498123333E1,2.569392167E1,2.509715895E1,4.260000000E1,3.689528942E0,1.213499985E2,2.299690919E0,2.000000000E0,9.500000000E0,3.800000000E1
2.998915132E2,6.498121000E1,2.569398167E1,2.519712814E1,4.270000000E1,3.701367617E0,1.350599976E2,2.303283543E0,2.099999905E0,9.300000191E0,3.700000000E1
3.008915132E2,6.498119000E1,2.569404167E1,2.609710059E1,4.360000000E1,3.710117817E0,1.240100021E2,2.307237406E0,2.000000000E0,9.300000191E0,3.800000000E1
3.018915132E2,6.498116833E1,2.569410833E1,2.609707054E1,4.360000000E1,3.731221437E0,1.188000031E2,2.310911530E0,2.099999905E0,9.500000000E0,3.800000000E1
3.028915132E2,6.498115000E1,2.569417333E1,2.609704397E1,4.360000000E1,3.774458170E0,1.288300018E2,2.314742296E0,2.099999905E0,9.199999809E0,3.800000000E1
3.038915132E2,6.498112833E1,2.569423667E1,2.629701435E1,4.380000000E1,3.778061152E0,1.207099991E2,2.318874018E0,2.099999905E0,9.199999809E0,3.800000000E1
3.048915132E2,6.498110333E1,2.569430167E1,2.659698123E1,4.410000000E1,3.785267115E0,1.302899933E2,NaN,2.099999905E0,9.500000000E0,3.800000000E1
